destination,market_segment_2023,score_2023,rank_2023,market_segment_2024_pred,score_2024,rank_2024,export_2024,growth_2024,momentum_2024,score_change,rank_improvement
Trinidad and Tobago,成熟核心市场,52.641025641025635,97,低基数暴增市场,40.99489795918368,137,485107.0,0.48729452300624504,-0.3129082862131447,-11.646127681841953,-40
United Arab Emirates,边缘脉冲市场,64.33333333333333,38,边缘脉冲市场,74.08163265306122,9,303290372.0,0.6617739374114321,0.29450135001318145,9.748299319727892,29
Tunisia,低基数暴增市场,42.871794871794876,131,低基数暴增市场,38.214285714285715,150,2787529.0,-0.010445143547119931,-0.180246375912143,-4.6575091575091605,-19
Türkiye,边缘脉冲市场,81.30769230769232,1,边缘脉冲市场,57.06632653061225,84,323939530.0,-0.6248233301730735,0.3119418491469689,-24.24136577708007,-83
Turkmenistan,高增长机会市场,55.46153846153846,85,常规培育市场,2.2448979591836724,196,32656.0,-1.908760459885727,-1.8941695247427732,-53.216640502354785,-111
Turks and Caicos Isds,高增长机会市场,52.166666666666664,100,常规培育市场,22.117346938775512,183,37186.0,-1.8477485841326642,1.6469639111493573,-30.049319727891152,-83
Uganda,成熟核心市场,67.41025641025641,25,边缘脉冲市场,63.46938775510204,53,13913583.0,0.8556559059321134,0.2866917888799743,-3.940868655154368,-28
Ukraine,边缘脉冲市场,64.76923076923077,34,边缘脉冲市场,77.01530612244898,5,145053657.0,0.8564111802727216,0.9103993151996161,12.246075353218203,29
North Macedonia,成熟核心市场,32.794871794871796,164,成熟核心市场,51.98979591836734,106,1817145.0,1.192144472975875,1.290614673017288,19.194924123495547,58
Egypt,边缘脉冲市场,57.97435897435898,70,边缘脉冲市场,61.25000000000001,63,40141594.0,0.13521788883023125,0.10930109053467084,3.275641025641029,7
United Kingdom,边缘脉冲市场,70.33333333333333,16,边缘脉冲市场,65.40816326530613,39,1630275744.0,0.026037144457184053,0.04854362845749363,-4.9251700680271995,-23
United Rep. of Tanzania,边缘脉冲市场,65.3076923076923,32,边缘脉冲市场,61.683673469387756,59,22244334.0,0.2814918572686935,0.14716448692057943,-3.6240188383045506,-27
USA,边缘脉冲市场,74.15384615384616,8,边缘脉冲市场,74.74489795918367,7,15336139169.0,0.1225703521854793,0.4732067442808167,0.5910518053375142,1
Burkina Faso,成熟核心市场,61.769230769230774,51,边缘脉冲市场,56.505102040816325,87,14114746.0,0.7570684968539749,-0.3719865734742942,-5.264128728414448,-36
Uruguay,低基数暴增市场,48.82051282051283,113,边缘脉冲市场,63.57142857142858,49,11165271.0,0.39029766083527045,0.35448293194137426,14.750915750915745,64
Uzbekistan,成熟核心市场,64.48717948717949,36,成熟核心市场,77.8061224489796,3,146837513.0,1.7386158854019969,1.758352976190764,13.318942961800104,33
Venezuela,成熟核心市场,59.38461538461539,64,成熟核心市场,68.85204081632654,24,10764779.0,1.4955878459828287,0.6622205620756357,9.467425431711149,40
Samoa,高增长机会市场,45.807692307692314,119,高增长机会市场,40.841836734693885,138,185826.0,1.468779750238002,0.49056644387760595,-4.965855572998429,-19
Yemen,成熟核心市场,50.97435897435898,104,成熟核心市场,72.93367346938776,14,15205817.0,1.4856711768591377,0.9621308739938144,21.959314495028778,90
Zambia,低基数暴增市场,36.871794871794876,151,成熟核心市场,70.51020408163265,20,34999502.0,1.558654385507855,1.5701673698100047,33.638409209837775,131
